"","Player.Name","Player.ID","Salary","PTS","REB","AST","BLK","WAR","PER","WS","WS.48","BPM","VORP","eFG","OR.","TO.","FTr","Usage","Rookie.Scale.","Max","Age","Under.27","X27.33","Over.33","salary_pred","salary_diff"
"214","Keldon Johnson","johnske04",1950600,20,6,4,1,-0.1,14.8,0,0,-1.3,0,0.548,5.8,7.8,0.3,18.1,1,0,20,1,0,0,2411569.67194697,0.609681518839461
"215","Stanley Johnson","johnsst04",3623000,23,22,8,2,0.1,3.1,-0.1,-0.1,-6.4,-0.1,0.29,3.4,19.2,0.2,18.6,0,0,23,1,0,0,11647320.5904129,-0.600375129995616
"216","Tyler Johnson","johnsty01",19245370,178,52,50,8,-0.8,8.1,0.1,0,-3.6,-0.2,0.45,2.1,11.5,0.2,17.3,0,0,27,1,0,0,8185239.61537863,1.6776587098421
"217","Nikola Jokić","jokicni01",26573595,1281,633,423,43,7.4,25.7,9.1,0.2,8.2,5.2,0.565,8.2,15.7,0.3,26.6,0,1,24,1,0,0,33272789.4878914,-1.29654215416809
"218","Damian Jones","jonesda03",2305057,306,205,34,40,-0.6,15.6,2.8,0.2,-1.5,0.1,0.685,8.9,11.5,0.5,11.4,1,0,24,1,0,0,852592.478615729,0.885430336599495
"219","Derrick Jones","jonesde02",1645357,420,196,52,33,2.3,14.5,3.5,0.1,0.5,0.7,0.567,5.4,6.8,0.4,14.1,1,0,22,1,0,0,5564194.10917091,0.0982599364425
"220","Tyus Jones","jonesty01",8408000,460,101,275,6,1.3,15.9,2.9,0.1,0.6,0.8,0.514,0.8,10.8,0.1,17.2,0,0,23,1,0,0,9772636.18104018,0.220608359614238
"221","DeAndre Jordan","jordade01",9881598,434,524,99,49,1.8,20,4.9,0.2,2.9,1.4,0.666,12.1,17.8,0.4,14.1,0,0,31,0,1,0,13720510.658282,-0.211449599287004
"222","Cory Joseph","josepco01",12000000,397,160,211,20,1.1,10.4,2.1,0.1,-1.6,0.1,0.484,2.6,14,0.2,13,0,0,28,0,1,0,8606331.86350672,0.800430939333004
"223","Mfiondu Kabengele","kabenmf01",1977000,42,11,2,2,0.3,18.2,0.2,0.2,1.9,0.1,0.578,1.7,5.5,0.2,23.5,1,0,22,1,0,0,6780629.50783694,-0.0486112817698017
"224","Frank Kaminsky","kaminfr01",4767000,352,158,71,10,0.1,14.6,1.4,0.1,-0.1,0.3,0.525,4.6,9.4,0.3,20.8,0,0,26,1,0,0,10188766.8959723,-0.251177112050574
"225","Enes Kanter","kanteen01",4767000,412,384,45,37,2.5,22.3,3.8,0.2,1.5,0.8,0.568,17.1,12.9,0.3,19.3,0,0,27,1,0,0,10020273.350231,-0.225675624198223
"226","Luke Kennard","kennalu01",3827160,442,98,115,6,1,14.4,2,0.1,-0.3,0.4,0.548,1.1,10.3,0.2,19.8,1,0,23,1,0,0,9253129.25982486,-0.215091746669789
"227","Michael Kidd-Gilchrist","kiddgmi01",13000000,52,51,12,5,-0.1,5.3,-0.1,0,-6.7,-0.3,0.358,5.5,16.7,0.2,14.8,0,0,26,1,0,0,7763242.64302813,1.04031041809753
"228","Maxi Kleber","klebima01",8000000,566,337,70,76,2.8,14.2,4.4,0.1,0.9,1.1,0.574,6.2,8.7,0.2,13.9,1,0,28,0,1,0,10579781.7920457,0.0526375061897174
"229","Brandon Knight","knighbr03",15643750,164,32,60,2,-0.8,8.8,-0.1,0,-4.1,-0.2,0.488,1,17.3,0.2,20.6,0,0,28,0,1,0,10994963.7687669,0.84802452424947
"230","Kevin Knox","knoxke01",4380120,397,172,59,24,-1.4,8.2,0.1,0,-4.4,-0.7,0.44,2.5,9.2,0.3,17.8,1,0,20,1,0,0,6933960.53261812,0.197999528512704
"231","Furkan Korkmaz","korkmfu01",1620564,603,141,67,15,1.9,11.7,2.3,0.1,-1.3,0.2,0.554,1.3,8.7,0.1,18.5,1,0,22,1,0,0,7976542.80071861,-0.26963259849739
"232","Luke Kornet","kornelu01",2195122,215,84,32,26,-0.9,12.7,1,0.1,-1.2,0.1,0.521,4.1,6.6,0.2,16.3,1,0,24,1,0,0,5014258.09662681,0.243219220231907
"233","Kyle Korver","korveky01",3440000,301,97,55,11,1.2,10.5,1.9,0.1,-0.4,0.3,0.595,1.8,13.3,0.1,15.7,0,0,38,0,0,1,10298068.476966,-0.416712774817153
"234","Rodions Kurucs","kurucro01",1699236,161,96,32,3,0.2,8.5,0.5,0,-3,-0.1,0.541,3.8,19.3,0.2,15.1,1,0,21,1,0,0,5990751.49416576,0.0397499273977198
"235","Kyle Kuzma","kuzmaky01",1974600,641,219,67,19,-0.2,11.4,1.3,0,-3.7,-0.6,0.491,4,11.6,0.2,23.2,1,0,24,1,0,0,11061733.1352133,-0.696825521325714
"236","Skal Labissière","labissk01",2338847,190,169,42,31,0.6,15.4,1.5,0.1,-1.3,0.1,0.561,12.1,15.7,0.2,14.3,1,0,23,1,0,0,3396655.10894776,0.504180485785412
"237","Jeremy Lamb","lambje01",10500000,577,200,96,22,2.4,14.1,2.6,0.1,-0.5,0.5,0.506,2.1,8.7,0.2,19.7,0,0,27,1,0,0,12293933.8491379,0.0738956389926647
"238","Romeo Langford","langfro01",3458400,63,26,6,6,0.4,6.5,0.3,0.1,-4.2,-0.1,0.414,5.1,10.8,0.4,11.9,1,0,20,1,0,0,2492873.82253215,0.766668873976707
"239","Zach LaVine","lavinza01",19500000,1530,289,254,28,2.5,19.5,4,0.1,2.5,2.4,0.526,2.1,13.3,0.3,31.7,0,0,24,1,0,0,25216500.7053804,-0.871432274232094
"240","Jake Layman","laymaja01",3581986,176,51,14,10,0,9.1,0.1,0,-4.2,-0.2,0.52,3.4,11.1,0.2,17.7,1,0,25,1,0,0,6012565.59571255,0.247839725208416
"241","T.J. Leaf","leaftj01",2813280,72,64,6,3,0.1,13.8,0.4,0.1,-1.6,0,0.471,12.1,8.6,0.2,18.5,1,0,22,1,0,0,3210175.32117015,0.585672567619606
"242","Jalen Lecque","lecquja01",898310,10,0,2,0,0,5,0,0,-9.2,0,0.4,0,8.4,0.2,19.4,1,0,19,1,0,0,7806750.4516501,-0.32502775466841
"243","Courtney Lee","leeco01",12759670,78,24,9,4,0.3,10.7,0.5,0.1,-0.8,0.1,0.616,2.2,11.4,0.1,11.9,0,0,34,0,0,1,4402786.09755307,1.52193154476351
"244","Damion Lee","leeda03",842327,589,228,127,6,1.6,12.6,1.6,0.1,-2.4,-0.1,0.5,2.4,10.6,0.2,19,1,0,27,1,0,0,11285848.6741157,-0.857874716025449
"245","Alex Len","lenal01",4160000,393,283,46,44,0.7,17.6,2.1,0.1,-0.5,0.3,0.579,11.4,12.8,0.3,18.3,0,0,26,1,0,0,8184098.94217312,-0.0159234716298712
"246","Kawhi Leonard","leonaka01",32742000,1320,367,249,30,8.4,26.7,7.2,0.2,8.9,4.4,0.521,3.3,10.7,0.3,33.2,0,1,28,0,1,0,32656530.2233398,-0.510695318891211
"247","Meyers Leonard","leoname01",11286515,300,248,53,15,0.8,11.1,2.1,0.1,-0.6,0.3,0.635,3.2,13,0.1,12,0,0,27,1,0,0,6756590.11293664,1.00028058800616
"248","Caris LeVert","leverca01",2625718,620,135,140,5,0.8,14.1,0.7,0,-1.5,0.1,0.473,3.7,12.6,0.3,28.8,1,0,25,1,0,0,15340846.0411984,-1.27136278650376
"249","Damian Lillard","lillada01",29802321,1616,239,434,19,9.3,26.7,9.4,0.2,7.5,4.9,0.554,1.5,11,0.4,30.2,0,1,29,0,1,0,30524689.9864854,-0.518102639753825
"250","Nassir Little","littlna01",2105520,166,107,21,14,0,9.5,0.6,0.1,-3.6,-0.2,0.477,5.7,8.1,0.3,13.7,1,0,19,1,0,0,2408383.34531756,0.627557873339949
"251","Kevon Looney","looneke01",4464286,68,66,20,6,-0.5,9.4,0,0,-5.5,-0.2,0.373,11.2,12.5,0.2,15.7,0,0,23,1,0,0,4468312.35611733,0.580625217557678
"252","Brook Lopez","lopezbr01",12093024,639,265,92,147,3.9,13.9,4.5,0.1,1.7,1.5,0.501,2.7,9.2,0.2,17.5,0,0,31,0,1,0,15870813.3309546,-0.288603340367532
"253","Robin Lopez","lopezro01",4767000,315,136,38,40,0.2,11.4,1.7,0.1,-1.8,0,0.562,6.3,15.6,0.2,16.6,0,0,31,0,1,0,8175807.33452685,0.0534841945747044
"254","Kevin Love","loveke01",28900000,929,515,165,19,1.4,18.2,3.6,0.1,2.2,1.8,0.55,3.3,14.5,0.3,23.1,0,1,31,0,1,0,24253413.7444377,0.329743860012226
"255","Kyle Lowry","lowryky01",33296296,975,241,384,22,5.8,17.6,6.4,0.2,3,2.3,0.52,1.7,15,0.4,23.1,0,1,33,0,0,1,22484003.3711759,1.0911512320104
"256","Trey Lyles","lylestr01",5500000,358,339,63,25,0.4,12.3,1.9,0.1,-1.4,0.2,0.541,6,9.7,0.1,13.7,0,0,24,1,0,0,8014801.32991261,0.160152200500843
"257","Ian Mahinmi","mahinia01",15450051,283,218,49,44,1,14.1,1.3,0.1,-2.8,-0.2,0.507,10.2,14.8,0.5,15.7,0,0,33,0,0,1,8380229.31248198,1.22201629261733
"258","Thon Maker","makerth01",3569643,265,160,40,37,0.1,14,1.5,0.1,-1.2,0.1,0.539,7.8,15.7,0.6,16.1,1,0,22,1,0,0,6051805.39954599,0.240514936228764
"259","Terance Mann","mannte01",1000000,56,33,38,5,0.1,7.1,0.3,0.1,-3.6,-0.1,0.435,1.6,19.1,0.2,11.2,1,0,23,1,0,0,5986692.39614683,-0.0381445317236356
"260","Boban Marjanović","marjabo01",3500000,186,129,12,7,0.6,22.8,1,0.2,-1.1,0.1,0.566,16.8,11.8,0.3,27.9,0,0,31,0,1,0,9268968.08507321,-0.254221814780461
"261","Lauri Markkanen","markkla01",5300400,703,302,70,22,-0.2,14.4,2.5,0.1,-0.5,0.5,0.517,4.2,11,0.3,21.1,1,0,22,1,0,0,13051470.0362873,-0.624557984610834
"262","Caleb Martin","martica02",898310,63,31,14,4,-0.3,7.3,0,0,-4.6,-0.1,0.56,3.3,13.9,0.3,15,1,0,24,1,0,0,4179902.3403454,0.223895485363328
"263","Cody Martin","martico01",1173310,218,145,79,8,1.7,10.6,0.9,0.1,-1.9,0,0.473,4.4,15.7,0.3,13.6,1,0,24,1,0,0,7221230.49905105,-0.205532902010752
"264","Wesley Matthews","matthwe02",2564753,450,151,88,9,2.3,8.6,3.2,0.1,-1.5,0.2,0.522,1.4,8.7,0.2,12.7,0,0,33,0,0,1,8437939.53962523,-0.233453336137764
"265","Patrick McCaw","mccawpa01",4000000,165,78,76,4,-0.4,7.6,1.4,0.1,-1.8,0,0.485,2.3,14.6,0.1,9.4,1,0,24,1,0,0,4131079.21428579,0.57953634024917
"266","CJ McCollum","mccolcj01",27556959,1329,241,250,37,3.5,17.3,3.4,0.1,0.8,1.5,0.525,1.9,8.3,0.1,26.7,0,1,28,0,1,0,19314992.339493,0.926379711707106
"267","T.J. McConnell","mccontj01",3500000,390,157,303,11,1,16.1,2.8,0.1,0.1,0.6,0.523,3,18.5,0.1,17.2,0,0,27,1,0,0,12055569.7669291,-0.675973809057373
"268","Jalen McDaniels","mcdanja01",898310,69,53,10,3,0.1,11.9,0.4,0.1,-2.3,0,0.536,5.4,12.4,0.2,13.3,1,0,22,1,0,0,2620006.21471694,0.459985668661601
"269","Doug McDermott","mcderdo01",7333334,643,156,70,4,1.3,14.4,3,0.1,0,0.6,0.611,2.1,7.2,0.1,19.6,0,0,28,0,1,0,9782335.72332394,0.0984790103083726
"270","JaVale McGee","mcgeeja01",4000000,400,337,34,90,2.9,20.3,4.3,0.2,2,1,0.645,12.1,12.9,0.3,15,0,0,32,0,1,0,9336617.44542008,-0.208321552954798
"271","Rodney McGruder","mcgruro01",4629630,155,123,30,8,-0.8,6.5,0.8,0.1,-3,-0.2,0.462,3.7,11.1,0.2,10.5,1,0,28,0,1,0,5092684.54565717,0.504691014611921
"272","Alfonzo McKinnie","mckinal01",1361046,158,102,13,6,-0.6,8.2,0,0,-5.6,-0.5,0.468,6.9,12.3,0.2,15.2,1,0,27,1,0,0,5113198.30619672,0.134596259814171
"273","Ben McLemore","mclembe01",2028594,611,137,53,12,1.3,11.7,3,0.1,-0.6,0.5,0.609,1.5,8.5,0.1,15.6,0,0,26,1,0,0,7073672.61585279,-0.0871704683289408
"274","Jordan McRae","mcraejo01",1645357,394,111,89,16,0.6,15.1,0.8,0.1,-0.6,0.3,0.469,2.4,9.4,0.3,24.4,0,0,28,0,1,0,13689635.5471321,-1.13152512869751
"275","Nicolò Melli","mellini01",3902439,335,150,58,18,0.2,12.4,1.6,0.1,-0.8,0.2,0.559,4.4,12.1,0.2,15.9,1,0,29,0,1,0,8037161.93376757,-0.0226029923586561
"276","De'Anthony Melton","meltode01",1416852,400,180,148,16,2.7,15,1.8,0.1,0.2,0.5,0.472,3.9,16.3,0.3,19.6,1,0,21,1,0,0,11950518.9883293,-0.89396602286914
"277","Chimezie Metu","metuch01",1416852,46,26,6,4,0.2,25.5,0.2,0.2,3,0.1,0.571,14.7,11.5,0.2,25.9,1,0,22,1,0,0,4667803.76140429,0.208272481724329
"278","Khris Middleton","middlkh01",30603448,1108,334,217,7,6.7,21.9,7.4,0.2,4.6,2.7,0.577,2.5,10.8,0.2,26.2,0,1,28,0,1,0,23236095.2537553,0.674974646372634
"279","C.J. Miles","milescj01",8730158,64,12,12,4,0.3,11.1,0.1,0,-1.9,0,0.415,2.6,5.6,0.3,18.6,0,0,32,0,1,0,9055580.66535895,0.365305916535158
"280","Malcolm Miller","millema01",1588231,23,14,8,2,0.3,4.7,0.1,0,-2.9,0,0.458,0.9,10.1,0.3,10.1,1,0,26,1,0,0,3885836.32919999,0.345865292186597
"281","Paul Millsap","millspa01",30500000,489,241,65,27,2.9,18,3.3,0.2,0.9,0.7,0.548,9,12.1,0.3,20.3,0,1,34,0,0,1,13002263.2021695,2.21224956991407
"282","Patty Mills","millspa02",12428571,709,95,107,5,4,14.7,2.5,0.1,0,0.7,0.557,1.4,7.6,0.2,20.5,0,0,31,0,1,0,11555454.2369828,0.402200533088474
"283","Shake Milton","miltosh01",1445697,277,65,64,6,-0.1,15.4,1.6,0.1,0.2,0.3,0.608,2,13.7,0.2,19.6,1,0,23,1,0,0,7672995.05257057,-0.243324378325383
"284","Donovan Mitchell","mitchdo01",3635760,1478,264,258,12,3.4,19.5,5.1,0.1,2.2,2.2,0.517,2.3,10.9,0.2,31,1,0,23,1,0,0,23132348.9099345,-2.33720079739278
"285","Malik Monk","monkma01",4028400,564,157,114,16,-0.6,12.6,0.7,0,-2.4,-0.1,0.494,2.4,12.6,0.2,22.9,1,0,21,1,0,0,11121821.6412053,-0.4753234043641
"286","E'Twaun Moore","mooreet01",8664928,428,119,73,10,1.1,11.4,0.8,0,-2.8,-0.2,0.498,3.2,8.1,0.1,19.9,0,0,30,0,1,0,9497601.31556811,0.291082225711023
"287","Ja Morant","moranja01",8730240,985,195,390,14,1.5,18.2,3.4,0.1,0.4,1,0.523,2.7,17.2,0.3,26,1,0,20,1,0,0,16500580.4563029,-0.761485140112284
"288","Markieff Morris","morrima02",2241808,515,186,73,13,-0.5,12.6,1.2,0.1,-2.1,0,0.54,3.4,14,0.2,21.1,0,0,30,0,1,0,12408898.9979805,-0.870717418724197
"289","Marcus Morris","morrima03",15000000,945,271,74,27,2.7,15.2,3.2,0.1,0.2,0.9,0.522,3.3,9.5,0.3,22.8,0,0,30,0,1,0,16484144.2136143,-0.0550415482082743
"290","Monte Morris","morrimo01",1588231,532,111,223,14,1.6,15.3,3.4,0.1,0.4,0.8,0.514,1.6,8.1,0.1,17.2,1,0,24,1,0,0,9266543.80003334,-0.468504454742317
"291","Emmanuel Mudiay","mudiaem01",1737145,351,115,107,10,-0.5,13.7,1.1,0.1,-1.2,0.2,0.517,2.6,16.9,0.2,22.4,0,0,23,1,0,0,11922875.9467012,-0.853820400197085
"292","Dejounte Murray","murrade01",2321735,596,322,228,15,2.1,17.4,2.7,0.1,1.2,1.1,0.507,5,15.7,0.2,20.6,1,0,23,1,0,0,15904342.5947155,-1.39077855165654
"293","Jamal Murray","murraja01",4444746,970,201,248,15,3.6,17.5,3.9,0.1,1.2,1.4,0.517,2.6,11.8,0.2,25.2,1,0,22,1,0,0,16628667.192276,-1.26203765551687
"294","Džanan Musa","musadz01",1911600,148,71,31,1,0,8.4,0,0,-4.7,-0.3,0.414,5,15.5,0.3,19.4,1,0,20,1,0,0,7961449.46509123,-0.234671289827816
"295","Mike Muscala","muscami01",2028594,189,93,34,11,0.8,12.5,1.1,0.1,0.1,0.3,0.538,3,7.7,0.1,16.4,0,0,28,0,1,0,7195629.08377484,-0.105628572296938
"296","Sviatoslav Mykhailiuk","mykhasv01",1416852,476,92,91,4,1.3,11.1,1.5,0.1,-1.9,0,0.552,1.5,12.3,0.2,17.1,1,0,22,1,0,0,6621488.82367806,-0.0874176330732087
"297","Abdel Nader","naderab01",1618520,272,84,34,16,-0.3,11.1,1.1,0.1,-1,0.2,0.543,2.1,12.7,0.3,16.5,1,0,26,1,0,0,7737676.66878499,-0.233709720209367
"298","Larry Nance","nancela02",12727273,521,393,113,21,2.2,17.3,3.5,0.1,1.5,1.2,0.596,7.9,11.5,0.2,15.2,0,0,27,1,0,0,11859144.6938348,0.389774657215044
"299","Shabazz Napier","napiesh01",1882867,470,137,234,9,1.4,14,1.6,0.1,-1,0.3,0.498,2.1,18.9,0.3,19.6,0,0,28,0,1,0,13375185.2551922,-1.057265953966
"300","Raul Neto","netora01",1737145,201,52,74,5,1.1,11.3,0.7,0.1,-1.8,0,0.531,2.1,18.2,0.2,17.6,0,0,27,1,0,0,8997185.50409587,-0.411017330479603
"301","Georges Niang","niangge01",1783557,315,107,34,5,0,12.3,1.6,0.1,0.4,0.5,0.598,1.8,8.6,0.1,17.1,1,0,26,1,0,0,7447639.3910619,-0.171282575497645
"302","Nerlens Noel","noelne01",2028594,411,259,53,79,2.4,22.2,4.7,0.2,4.3,1.6,0.687,9.3,15.4,0.4,15.3,0,0,25,1,0,0,8784370.36144978,-0.346084467594899
"303","Jaylen Nowell","nowelja01",1400000,46,11,14,1,0.1,8.1,0,0,-5.6,-0.1,0.387,2,4.7,0.3,17.3,1,0,20,1,0,0,5441042.29114305,0.0893507690318105
"304","Frank Ntilikina","ntilila01",4855800,315,112,159,16,0.5,9.3,0.7,0,-3.4,-0.4,0.459,2,16.5,0.2,15.4,1,0,21,1,0,0,7171944.32644195,0.215389083844883
"305","Kendrick Nunn","nunnke01",1416852,924,160,205,11,2.7,13.6,2.5,0.1,-1.9,0,0.525,1.2,10.2,0.1,23.7,1,0,24,1,0,0,12032403.805906,-0.906359285005899
"306","David Nwaba","nwabada01",1678854,104,45,8,12,1.1,14.1,0.8,0.1,1.1,0.2,0.606,3.2,8.8,0.4,14.2,1,0,27,1,0,0,3608656.37592414,0.397991428266163
"307","Semi Ojeleye","ojelese01",1618520,179,111,31,5,0.7,7.9,1.7,0.1,-1.2,0.2,0.522,2.9,6.5,0.2,8.8,1,0,25,1,0,0,2401858.05984189,0.573866100215337
"308","Jahlil Okafor","okafoja01",1702486,214,119,36,19,-0.2,17.8,1.1,0.1,-0.1,0.2,0.615,11.4,17.5,0.4,19.8,0,0,24,1,0,0,5749727.2844521,0.0765938302348584
"309","Elie Okobo","okoboel01",1416852,215,87,110,4,-0.5,10.8,0.9,0.1,-1.8,0,0.467,2.5,15.3,0.4,14.9,1,0,22,1,0,0,7137356.36355508,-0.165494153712125
"310","Josh Okogie","okogijo01",2530680,511,255,92,26,0.8,11.6,2,0.1,-2.4,-0.1,0.479,5.7,15.3,0.5,15.1,1,0,21,1,0,0,8222489.46643531,-0.20467062822747
"311","KZ Okpala","okpalkz01",898310,7,5,1,1,-0.1,13.7,0.1,0.1,2.7,0,0.6,4.5,14.5,0.4,11.7,1,0,20,1,0,0,95767.557419016,0.842029035203049
"312","Victor Oladipo","oladivi01",21000000,120,27,24,1,0.3,9.1,-0.2,0,-5.6,-0.2,0.457,2.3,13.5,0.3,27,0,0,27,1,0,0,13245164.9957242,1.10884561907176
"313","Kelly Olynyk","olynyke01",11667885,448,253,93,18,0.9,15.1,3.2,0.1,1.6,1,0.603,4,15.1,0.3,16.9,0,0,28,0,1,0,12303566.2785996,0.203565536271804
"314","Royce O'Neale","onealro01",1618520,378,319,154,25,3.7,9.3,3.8,0.1,0.9,1.3,0.567,1.4,12.7,0.2,9.3,1,0,26,1,0,0,10736126.4282265,-0.687524908084141
"315","Miye Oni","onimi01",898310,0,2,0,0,0,-9.9,-0.1,-0.3,-17.9,0,0,0,33.3,0,12,1,0,22,1,0,0,17460896.9413227,-1.78618223597525
"316","Kyle O'Quinn","oquinky01",2028594,87,96,35,22,-0.2,18.2,0.8,0.2,1.5,0.2,0.535,13.7,18.3,0.3,16.5,0,0,29,0,1,0,5547865.77008766,0.143760304545004
"317","Cedi Osman","osmande01",2907143,670,218,146,15,0.8,10.5,1.4,0,-2.8,-0.3,0.538,2.2,12.3,0.2,16.6,1,0,24,1,0,0,8308742.81790177,-0.175456563736113
"318","Kelly Oubre","oubreke01",15625000,1046,361,85,40,3.4,14.9,3.7,0.1,-0.6,0.7,0.517,3.8,8.2,0.3,22.4,0,0,24,1,0,0,15357866.514328,0.185594248234502
"319","Jabari Parker","parkeja01",6500000,484,195,60,15,0.7,17,1.2,0.1,-0.1,0.4,0.538,6.7,12.2,0.2,24,0,0,24,1,0,0,11892436.5219738,-0.314449672118294
"320","Chandler Parsons","parsoch01",25102511,14,7,3,1,-0.2,5.6,-0.1,-0.1,-5.9,-0.1,0.389,2,14.3,0,16.1,0,0,31,0,1,0,9812446.21924732,2.08900903085932
"321","Eric Paschall","pascher01",898310,802,270,114,13,-1.7,14.2,2,0.1,-3,-0.4,0.526,5.2,11.4,0.3,21.4,1,0,23,1,0,0,10109398.2015209,-0.673533350910811
